000000663ed1ff0c4e0132b9b9ac53f6e.jpg,"shirt, blouse","['above-the-hip (length)', 'plain (pattern)', 'no special manufacturing technique', 'normal waist', 'no non-textile material', 'regular (fit)', 'single breasted', 'symmetrical']"
000000663ed1ff0c4e0132b9b9ac53f6e.jpg,collar,['shirt (collar)']
000000663ed1ff0c4e0132b9b9ac53f6e.jpg,sleeve,"['wrist-length', 'set-in sleeve']"
000000663ed1ff0c4e0132b9b9ac53f6e.jpg,pocket,['welt (pocket)']
000000663ed1ff0c4e0132b9b9ac53f6e.jpg,pocket,['welt (pocket)']
000000663ed1ff0c4e0132b9b9ac53f6e.jpg,sleeve,"['wrist-length', 'set-in sleeve']"
000000663ed1ff0c4e0132b9b9ac53f6e.jpg,lapel,['notched (lapel)']
000000663ed1ff0c4e0132b9b9ac53f6e.jpg,jacket,"['plain (pattern)', 'blazer', 'no non-textile material', 'regular (fit)', 'mini (length)', 'single breasted', 'lining', 'symmetrical', 'no waistline']"
10000fe7c9191fba733c8a69cfaf962b7.jpg,"top, t-shirt, sweatshirt","['classic (t-shirt)', 'no non-textile material', 'no waistline', 'above-the-hip (length)', 'symmetrical', 'no special manufacturing technique', 'plain (pattern)']"
20002ec21ddb8477e98b2cbb87ea2e269.jpg,dress,"['straight', 'zip-up', 'sheath (dress)', 'no non-textile material', 'printed', 'normal waist', 'above-the-knee (length)', 'abstract']"
20002ec21ddb8477e98b2cbb87ea2e269.jpg,shoe,None
20002ec21ddb8477e98b2cbb87ea2e269.jpg,shoe,None
30002f5a0ebc162ecfb73e2c91e3b8f62.jpg,neckline,['sweetheart (neckline)']
30002f5a0ebc162ecfb73e2c91e3b8f62.jpg,"headband, head covering, hair accessory",None
40004467156e47b0eb6de4aa6479cbd15.jpg,neckline,['queen anne (neck)']
40004467156e47b0eb6de4aa6479cbd15.jpg,sleeve,['three quarter (length)']
40004467156e47b0eb6de4aa6479cbd15.jpg,sleeve,['three quarter (length)']
40004467156e47b0eb6de4aa6479cbd15.jpg,"headband, head covering, hair accessory",None
500048c3a2fb9c29340473c4cfc06424a.jpg,"top, t-shirt, sweatshirt","['no non-textile material', 'tight (fit)', 'tank (top)', 'no waistline', 'above-the-hip (length)', 'symmetrical', 'no special manufacturing technique', 'plain (pattern)']"
500048c3a2fb9c29340473c4cfc06424a.jpg,neckline,['round (neck)']
500048c3a2fb9c29340473c4cfc06424a.jpg,skirt,"['hobble (skirt)', 'zip-up', 'normal waist', 'slit', 'above-the-knee (length)', 'plain (pattern)', 'pencil']"
500048c3a2fb9c29340473c4cfc06424a.jpg,zipper,None
500048c3a2fb9c29340473c4cfc06424a.jpg,"bag, wallet",None
500048c3a2fb9c29340473c4cfc06424a.jpg,shoe,None
500048c3a2fb9c29340473c4cfc06424a.jpg,shoe,None
60006ea84499fd9a06fefbdf47a5eb4c0.jpg,neckline,None
60006ea84499fd9a06fefbdf47a5eb4c0.jpg,skirt,"['no non-textile material', 'printed', 'normal waist', 'flare', 'below the knee (length)']"
60006ea84499fd9a06fefbdf47a5eb4c0.jpg,shoe,None
60006ea84499fd9a06fefbdf47a5eb4c0.jpg,shoe,None
7000775b6b5e27b011dc8bba2d7b85211.jpg,"top, t-shirt, sweatshirt","['plain (pattern)', 'no non-textile material', 'regular (fit)', 'rivet(a)', 'symmetrical', 'no waistline']"
7000775b6b5e27b011dc8bba2d7b85211.jpg,belt,None
7000775b6b5e27b011dc8bba2d7b85211.jpg,pants,"['plain (pattern)', 'loose (fit)', 'no non-textile material', 'gathering', 'symmetrical', 'no opening', 'high waist']"
7000775b6b5e27b011dc8bba2d7b85211.jpg,sleeve,"['wrist-length', 'raglan (sleeve)']"
7000775b6b5e27b011dc8bba2d7b85211.jpg,sleeve,"['wrist-length', 'raglan (sleeve)']"
8000aac3870ea7c59ca0333ffa5327323.jpg,neckline,['scoop (neck)']
8000aac3870ea7c59ca0333ffa5327323.jpg,cardigan,"['no special manufacturing technique', 'plain (pattern)', 'no non-textile material', 'regular (fit)', 'single breasted', 'hip (length)', 'symmetrical', 'no waistline']"
8000aac3870ea7c59ca0333ffa5327323.jpg,sleeve,"['three quarter (length)', 'set-in sleeve']"
8000aac3870ea7c59ca0333ffa5327323.jpg,sleeve,"['three quarter (length)', 'set-in sleeve']"
8000aac3870ea7c59ca0333ffa5327323.jpg,neckline,['v-neck']
9000b3a87508b0fa185fbd53ecbe2e4c6.jpg,neckline,['plunging (neckline)']
9000b3a87508b0fa185fbd53ecbe2e4c6.jpg,"bag, wallet",None
10000b3ec2c6eaffb491a5abb72c2e3e26.jpg,shoe,None
10000b3ec2c6eaffb491a5abb72c2e3e26.jpg,pants,"['no special manufacturing technique', 'plain (pattern)', 'no non-textile material', 'tight (fit)', 'maxi (length)', 'symmetrical', 'fly (opening)']"
10000b3ec2c6eaffb491a5abb72c2e3e26.jpg,"top, t-shirt, sweatshirt","['plain (pattern)', 'no non-textile material', 'regular (fit)', 'rivet(a)', 'classic (t-shirt)', 'hip (length)', 'symmetrical', 'no waistline']"
10000b3ec2c6eaffb491a5abb72c2e3e26.jpg,pocket,['patch (pocket)']
10000b3ec2c6eaffb491a5abb72c2e3e26.jpg,sleeve,"['wrist-length', 'set-in sleeve']"
10000b3ec2c6eaffb491a5abb72c2e3e26.jpg,sleeve,"['wrist-length', 'set-in sleeve']"
10000b3ec2c6eaffb491a5abb72c2e3e26.jpg,neckline,['scoop (neck)']
11000c5bb8ca785bce8d00e3a6c7802a8c.jpg,shoe,None
11000c5bb8ca785bce8d00e3a6c7802a8c.jpg,pants,"['geometric', 'no non-textile material', 'low waist', 'maxi (length)', 'plain (pattern)', 'no special manufacturing technique', 'bootcut']"
11000c5bb8ca785bce8d00e3a6c7802a8c.jpg,jacket,"['tight (fit)', 'normal waist', 'above-the-hip (length)', 'symmetrical', 'cutout', 'plain (pattern)']"
11000c5bb8ca785bce8d00e3a6c7802a8c.jpg,sleeve,"['wrist-length', 'set-in sleeve']"
11000c5bb8ca785bce8d00e3a6c7802a8c.jpg,collar,None
12000c9b4926cd78edd4c19cbc6beba111.jpg,neckline,"['halter (neck)', 'sweetheart (neckline)']"
13000cd2e13d1bdd28f480304d7bb9e1ca.jpg,sleeve,"['short (length)', 'cap (sleeve)']"
13000cd2e13d1bdd28f480304d7bb9e1ca.jpg,collar,None
